lambda,1,2,3,4,5,6,7,8,9,10,11
237.474645,24.02307692,13.46923077,14.22307692,15.63076923,9.6,9.630769231,21.91538462,12.43076923,8.869230769,13.3,
237.6920383,12.00769231,20.58461538,4.830769231,12.99230769,19.43846154,18.00769231,12.74615385,11.53846154,16.66923077,20.73076923,
237.9094216,12.32307692,10.77692308,9.061538462,17.57692308,22.42307692,12.73076923,19.2,13.22307692,15.64615385,20.71538462,
238.126795,20.61538462,24.77692308,14.54615385,11.75384615,31.06153846,13.46153846,24.10769231,16.98461538,12.16153846,18.10769231,
238.3441586,19.87692308,12.80769231,15.14615385,13.54615385,20.78461538,23.83846154,12.51538462,12.14615385,13.32307692,17.76153846,
238.5615122,17.71538462,13.87692308,19.21538462,19.66923077,12.7,14.93076923,14.64615385,16.54615385,16.01538462,17.74615385,
238.7788559,14.70769231,22.94615385,6.738461538,15.54615385,4.484615385,12.46923077,7.6,9.4,10.80769231,7.369230769,
238.9961897,15.03076923,12.04615385,16.46153846,10.36923077,12.02307692,17.99230769,10.15384615,12.84615385,12.01538462,17.46153846,
239.2135136,14.82307692,12.71538462,11.43076923,7.776923077,13.30769231,11.83076923,16.94615385,19.93846154,11.33846154,13.7,
239.4308276,20.12307692,18.50769231,11.47692308,18.83076923,14.01538462,21.70769231,26.57692308,14.13846154,10.80769231,14.43076923,
239.6481317,13.53846154,15.96153846,9.184615385,14.16923077,12.63846154,11.52307692,5.930769231,13.76923077,9.5,17,
239.8654259,18.86923077,17.4,19.03846154,25.23076923,18.20769231,8.507692308,15.26153846,19.57692308,8.576923077,20.38461538,
240.0827101,13.90769231,13.13846154,13.76153846,10.20769231,19.68461538,14.1,14.73846154,13.04615385,12.13846154,12.96923077,
240.2999844,15.48461538,22.80769231,18.63076923,22.53076923,21.91538462,14.93076923,12.47692308,20.42307692,16.6,12.66923077,
240.5172488,9.238461538,9.107692308,7.6,17.55384615,20.76923077,17.13846154,12.06153846,14.92307692,9.807692308,14.07692308,
240.7345032,9.230769231,19.45384615,24.73076923,27.04615385,21.36153846,13.61538462,16.81538462,20.8,11.76153846,19.53076923,
240.9517477,10.29230769,15.62307692,10.98461538,15.33846154,11.90769231,10.15384615,12.98461538,18.10769231,10.88461538,19.44615385,
241.1689823,15.36153846,7.423076923,17.66923077,19.44615385,21.58461538,10.85384615,15.34615385,14.62307692,21.05384615,13.28461538,
241.386207,17.26153846,10.70769231,16.07692308,22.16923077,14.2,8.076923077,18.87692308,9.730769231,6.269230769,15.52307692,
241.6034217,19.21538462,13.66153846,7.961538462,19.5,18.13076923,10.63076923,19.52307692,7.107692308,12.23076923,13.46153846,
241.8206264,13.70769231,9.369230769,5.038461538,12.23076923,17.46923077,12.37692308,11.39230769,24.84615385,15.05384615,16.5,
242.0378213,19.12307692,16.25384615,12.26923077,18.18461538,14.73076923,18.31538462,14.56153846,20.17692308,11.88461538,10.98461538,
242.2550061,18.50769231,8.746153846,7.861538462,10.49230769,15.98461538,14.6,12.51538462,13.01538462,16.65384615,7.569230769,
242.4721811,17.1,18.48461538,15.86153846,14.34615385,13.73076923,14.2,7.107692308,21.5,10.97692308,21.96153846,
242.689346,18.00769231,15.48461538,13.76923077,10.73076923,10.75384615,5.815384615,16.35384615,17.20769231,13.20769231,16,
242.9065011,29.02307692,7.3,22.03076923,19.56923077,20.09230769,14.81538462,15.78461538,8.230769231,19.07692308,25.38461538,
243.1236461,12.57692308,13.21538462,14.81538462,10.16923077,17.84615385,10.78461538,19.48461538,10.55384615,8.630769231,17.23846154,
243.3407812,14.72307692,27.54615385,23.33846154,13.77692308,28.06153846,14.06153846,16.71538462,17.57692308,13.27692308,20.78461538,
243.5579064,15.30769231,9.2,15.34615385,15.97692308,16.28461538,10.56153846,14.29230769,11.26153846,15.48461538,14.53076923,
243.7750216,12.45384615,29.28461538,2.292307692,13.03076923,15.36153846,24.58461538,11.98461538,10.97692308,10.28461538,12.39230769,
243.9921268,8.169230769,13.01538462,14.26153846,13.57692308,14.13846154,15.49230769,13.73076923,22.97692308,10.33846154,13.24615385,
244.2092221,12.34615385,17.72307692,12.83846154,6.330769231,21.86153846,16.16153846,18.66153846,26.72307692,14.46153846,12.01538462,
244.4263073,11.50769231,10.04615385,20.33846154,13.81538462,15.06153846,12.30769231,20.77692308,17.60769231,16.18461538,25.65384615,
244.6433826,24.12307692,14.93846154,21.57692308,22.44615385,25.53076923,10.03076923,16.26923077,18.26153846,25.55384615,17.00769231,
244.860448,19.73076923,23.20769231,9.315384615,7.115384615,9.438461538,23.66153846,8.276923077,9.1,10.7,15.5,
